UnitID,Name,UniqueID,Credits,TypeID,Type,LevelID,Level,UnitTypeID,Details
334,"18: Auditions for Actors",H/502/5394,10,2,BTEC,-1,,,
335,"19: Principles of Acting",K/502/5395,10,2,BTEC,-1,,,
336,"20: Applying Acting Styles",T/502/5397,10,2,BTEC,-1,,,
337,"30: Singing Skills for Actors and Dancers",M/502/5107,10,2,BTEC,-1,,,
338,"38: Dance Performance",Y/502/4906,10,2,BTEC,-1,,,
339,"42: The Healthy Performer",F/502/5368,10,2,BTEC,-1,,,
340,"43: Developing Classical Ballet Techniques",R/502/4905,10,2,BTEC,-1,,,
341,"44:  Applying Classical Ballet Techniques",L/502/4918,10,2,BTEC,-1,,,
342,"47:  Jazz Dance",Y/502/5151,10,2,BTEC,-1,,,
343,"48: Tap Dance",F/502/5158,10,2,BTEC,-1,,,
344,"49: Developing Movement Skills",T/502/5402,10,2,BTEC,-1,,,
345,"101: Singing Techniques and Performance",A/502/5112,10,2,BTEC,-1,,,
372,"13: Art and Design Specialist Contextual Investigation",H/502/5749,10,2,BTEC,-1,,,
373,"44: Website Design",L/502/4983,10,2,BTEC,-1,,,
375,"52: 3D Animation",H/502/5668,10,2,BTEC,-1,,,
376,"53: 2D Animation Production",J/502/5663,10,2,BTEC,-1,,,
377,"59: Stop Motion Animation Production",L/502/5700,10,2,BTEC,-1,,,
378,"62: Interactive Media Authoring",T/502/5769,10,2,BTEC,-1,,,
379,"71: Soundtrack Production for the Moving Image",H/502/5699,10,2,BTEC,-1,,,
380,"73: Web Animation for Interactive Media",A/502/5661,10,2,BTEC,-1,,,
397,"1: Developing Effective Communication in Health and Social Care",R/600/8939,10,2,BTEC,-1,,,
398,"2: Equality, Diversity and Rights in Health and Social Care",D/600/9222,10,2,BTEC,-1,,,
399,"3: Health, Safety and Security in Health and Social Care",A/600/8952,10,2,BTEC,-1,,,
400,"4: Development Through the Life Stages",J/600/8954,10,2,BTEC,-1,,,
401,"5: Anatomy and Physiology for Health and Social Care",R/600/8956,10,2,BTEC,-1,,,
402,"6: Personal and Professional Development in Health and Social Care*",D/600/8958,20,2,BTEC,-1,,,
403,"8: Psychological Perspectives for Health and Social Care",A/601/2404,5,2,BTEC,-1,,,
404,"9: Values and Planning in Social Care",Y/600/8960,10,2,BTEC,-1,,,
405,"10: Caring for Children and Young People",H/600/8962,10,2,BTEC,-1,,,
406,"11: Safeguarding Adults and Promoting Independence",K/600/8963,10,2,BTEC,-1,,,
407,"23: Complementary Therapies for Health and Social Care",L/601/2410,10,2,BTEC,-1,,,
408,"27: Dealing with Challenging Behaviour",T/600/8982,5,2,BTEC,-1,,,
409,"30: Health Psychology",J/600/8985,10,2,BTEC,-1,,,
410,"39: Infection Prevention and Control",D/600/8989,10,2,BTEC,-1,,,
411,"40: Dementia Care",R/600/8990,5,2,BTEC,-1,,,
412,"44: Vocational Experience for Health and Social Care**",Y/600/9025,20,2,BTEC,-1,,,
514,"13: Physiology of Fluid Balance",F/600/8967,10,2,BTEC,-1,,,
439,"1: Fundamentals of Science",R/502/5536,10,2,BTEC,-1,,,
440,"2: Working in the Science Industry",H/502/5539,10,2,BTEC,-1,,,
441,"3: Scientific Investigations",K/502/5543,10,2,BTEC,-1,,,
442,"4: Scientific Practical Techniques",M/502/5544,10,2,BTEC,-1,,,
443,"5: Perceptions of Science",T/502/5545,10,2,BTEC,-1,,,
444,"6: Using Mathematical Tools in Science",M/502/5009,5,2,BTEC,-1,,,
445,"7: Mathematical Calculations for Science",A/502/5546,5,2,BTEC,-1,,,
446,"8: Using Statistics in Science",F/502/5547,5,2,BTEC,-1,,,
447,"9: Informatics in Science",J/502/5548,5,2,BTEC,-1,,,
448,"10: Using Science in the Workplace",L/502/5549,10,2,BTEC,-1,,,
452,"18: Genetics and Genetic Engineering",T/502/5559,10,2,BTEC,-1,,,
454,"20: Medical Physics Techniques",F/502/5564,10,2,BTEC,-1,,,
455,"22: Chemical Laboratory Techniques",Y/502/5568,10,2,BTEC,-1,,,
456,"31: Criminology",T/502/5576,10,2,BTEC,-1,,,
457,"32: Forensic Evidence Collection and Analysis",A/502/5577,10,2,BTEC,-1,,,
458,"37: Forensic Science Informatics",J/502/5582,10,2,BTEC,-1,,,
459,"7: Design Methods in Art
and Design",T/502/4976,10,2,BTEC,-1,,,
331,"18: Collaborative Working in Art
and Design",A/502/5501,10,2,BTEC,-1,,,
460,"38: Mixed Media Image Making",M/502/5253,10,2,BTEC,-1,,,
461,"39: Typefaces and Letter Forms",J/502/4982,10,2,BTEC,-1,,,
462,"40: Typographic and LayoutDesign",A/502/5742,10,2,BTEC,-1,,,
463,"41: Words and Images in Graphic
Design",Y/502/5246,10,2,BTEC,-1,,,
464,"42: Design for Advertising",D/502/5023,10,2,BTEC,-1,,,
465,"43: Graphics for 3D Applications",T/502/5254,10,2,BTEC,-1,,,
466,"45: Graphic Image Making",D/502/5247,10,2,BTEC,-1,,,
25,"48: Narrative Image Making",J/502/5257,10,2,BTEC,-1,,,
1100,"Unit 39: Typefaces and Letter Forms",J/502/4982,10,2,BTEC,3,"Level 3",,"This unit aims to develop learners understanding, knowledge and skills of how typeface and letter forms
communicate messages to different audiences. Learners will have the opportunity to research, analyse and
create design work that explores typefaces and letter forms."
484,"1: Undertake and Review Work-related Experience in the Land-based Industries",R/600/9394,10,2,BTEC,-1,,,
485,"02: Understanding Fish Biology and Behaviour",A/600/9227,10,2,BTEC,-1,,,
488,"06: Understanding Aquatic Plant Biology and Husbandry",Y/600/9221,10,2,BTEC,-1,,,
490,"8: Understanding Marine Aquarium System",Y/601/2099,10,2,BTEC,-1,,,
491,"9: Understanding Ornamental Pool Design, Installation and Management",L/601/2102,10,2,BTEC,-1,,,
492,"13: Understanding Stillwater Fishery Creation and Management",F/601/0105,10,2,BTEC,-1,,,
495,"19: Understanding Freshwater and Wetland Management",K/601/0079,10,2,BTEC,-1,,,
496,"20: Business Management in the Land-based Sector",M/600/9709,10,2,BTEC,-1,,,
497,"22: Understanding Ornamental Fish and Aquatic Invertebrate Biology",K/600/9241,10,2,BTEC,-1,,,
499,"28: Understanding Freshwater Fish Population Survey and Management",Y/600/9235,10,2,BTEC,-1,,,
500,"8 FA: Understand the Principles of Tree Felling and Chainsaw Use",K/600/9837,10,2,BTEC,-1,,,
624," 7 Sociology",M/601/2402,30,2,BTEC,-1,,,
476,"1: Communication and Employability Skills for IT",F/601/7233,10,2,BTEC,-1,,,
613,"13: IT Systems Troubleshooting and Repair",A/601/7280,10,2,BTEC,-1,,,
614,"14: Event Driven Programming",F/601/7281,10,2,BTEC,-1,,,
615,"28: Website Production",Y/601/6623,10,2,BTEC,-1,,,
616,"101: Home/Small Business Networks (CCNA1)",M/601/6840,10,2,BTEC,-1,,,
1020,"12. IT Technical Support",J/601/7279,10,2,BTEC,3,"Level 3",,
1047,"6: Software Design and Development",L/601/6585,10,2,BTEC,3,"Level 3",,
1046,"20: Client Side Customisation of Web Pages",Y/601/7660,10,2,BTEC,3,"Level 3",,
934,"8: E-Commerce",A/601/7313,10,2,BTEC,3,"Level 3",,
981,"3: Information Systems",H/601/7256,10,2,BTEC,3,"Level 3",,
1042,"9: Computer Networks",R/601/7320,10,2,BTEC,3,"Level 3",,
310,"Mechanical Principles &amp; Applications",F/600/0254,10,2,BTEC,-1,,,
528,"Computer Aided Draughting in Engineering",A/600/0267,10,2,BTEC,-1,,,
539,"Engineering Drawing for Technicians",T/600/0266,10,2,BTEC,-1,,,
845,"Electro, Pneumatic and Hydraulic Systems and Devices",K/600/0264,10,2,BTEC,-1,,,
540,"Properties &amp; Application of Engineering Materials",R/600/0260,10,2,BTEC,-1,,,
541,"Further Mechanical Principles &amp; Applications",Y/600/0261,10,2,BTEC,-1,,,
542,"Applications of Mechanical Systems in Engineering",D/600/0262,10,2,BTEC,-1,,,
659,"Health, Safety and Welfare ",L/600/0211,10,2,BTEC,-1,,,"Health, Safety and Welfare
in Construction and the Built
Environment"
660,"Sustainable Construction",R/600/0212,10,2,BTEC,-1,,,
661,"Mathematics in Construction and the Built Environment",J/600/0451,10,2,BTEC,-1,,,"The aim of this unit is to enable learners to use mathematical techniques and methods to manipulate and/or
solve formulae, equations and algebraic expressions. Learners will be able to select and apply mathematical,
geometric, trigonometric, graphical and statistical techniques to solve practical construction problems."
664,"Science and Materials in Construction and the Built Enviroment",T/600/0221,10,2,BTEC,-1,,,"This unit develops learner knowledge of the factors that affect human comfort, the performance criteria
applicable to construction materials, and the techniques used to produce such materials. They will also gain
an understanding of how forces act on structures, construction materials and the techniques used to prevent
and remedy their deterioration."
665,"Construction Technology and Design in Construction and Civil Engineering",T/600/0283,10,2,BTEC,-1,,,"The aim of this unit is to enable learners to gain knowledge of construction methods and factors that influence
design, and develop skills in communicating ideas between team members and in translating construction
details into written and graphical instructions."
666,"Building Technology in Construction",D/600/0309,10,2,BTEC,-1,,,"This unit aims to give learners the opportunity to gain an understanding of common forms of low-rise
construction, including the design and construction of their foundations, the techniques used in the
construction of superstructures and the implications of issues and constraints on building construction."
667,"Project Management in Construction and the Built Environment",T/600/0235,10,2,BTEC,-1,,,"This unit will enable learners to develop project management skills and to understand and apply project
planning techniques to plan, organise and control resources effectively and efficiently in construction
and the built environment."
672,"Measuring, Estimating and Tendering processes in Construction and the Built Environment",F/600/0223,10,2,BTEC,-1,,,
709,"Building Surveying in Construction",H/600/0456,10,2,BTEC,-1,,,
710,"Mechanical and Electrical Services in Construction",H/600/0229,10,2,BTEC,-1,,,
670,"Computer-aided Drafting and Design for Construction",H/600/0232,10,2,BTEC,-1,,,"This unit aims to give learners the opportunity to gain knowledge of how CADD is used to produce drawings,
including the software and hardware components, and skills in using CADD software to produce 2D drawings
and 3D models."
669,"Surveying in Construction and Civil Engineering",J/600/0224,10,2,BTEC,-1,,,"The aim of this unit is to enable learners to develop skills in linear and levelling surveys, measuring angles
and setting out of small buildings."
725,"Aircraft Electrical Systems",U84,10,2,BTEC,-1,,,
724,"Electronic devices &amp; circuits",U75,10,2,BTEC,-1,,,
723,"73: Aircraft Electrical Machines",L/600/7210,10,2,BTEC,-1,,,
311,"6: Electrical &amp; Electronic Principles",J/600/0255,10,2,BTEC,-1,,,
722,"69:Aircraft workshop Principles &amp; Practices",K/600/7196,15,2,BTEC,-1,,,
313,"66: Theory of Flight",A/600/7123,10,2,BTEC,-1,,,
314,"67: Principles and Applications of Aircraft Mechanical Science",M/600/7183,10,2,BTEC,-1,,,
721,"70:Materials and Hardware",A/600/7199,15,2,BTEC,-1,,,
316,"72: Aircraft Maintenance Practices ",L/600/7174,10,2,BTEC,-1,,,
317,"80: Aircraft Hydraulics",J/600/7254,10,2,BTEC,-1,,,
318,"81: Aircraft Propulsion Systems",H/600/7259,10,2,BTEC,-1,,,
319,"82: Airframe Systems",M/6007264,10,2,BTEC,-1,,,
320,"83: Aircraft Gas Turbine Engines",J/600/7271,10,2,BTEC,-1,,,
321,"85: Aircraft Instruments and Indicating Systems",K/600/7280,10,2,BTEC,-1,,,
322,"87: Avionic Systems",Y/600/7307,10,2,BTEC,-1,,,
663,"Mechanical Measurement &amp; Inspection Techniques",J/600/0269,10,2,BTEC,-1,,,
768,"77: Human Factors in Aircraft Engineering",R/600/7239,10,2,BTEC,-1,,,
708,"The Underpinning Science for the Provision of Human Comfort in Buildings",M/600/0296,10,2,BTEC,-1,,,
800,"UNIT 01: THE BUSINESS ENVIRONMENT (CTEC)",Y/502/5408,10,2,BTEC,-1,,,
801,"UNIT 02: BUSINESS RESOURCES (CTEC)",D/502/5409,10,2,BTEC,-1,,,
802,"UNIT 03: INTRODUCTION TO MARKETING",Y/502/5411,10,2,BTEC,-1,,,
804,"UNIT 04: BUSINESS ACCOUNTING (CTEC)",M/502/5415,10,2,BTEC,-1,,,
805,"UNIT 05: HUMAN RESOURCE MANAGEMENT (CTEC)",K/502/5445,10,2,BTEC,-1,,,
806,"UNIT 06: BUSINESS COMMUNICATION (CTEC)",H/502/5413,10,2,BTEC,-1,,,
808,"UNIT 09: CREATIVE PRODUCT PROMOTION (CTEC)",Y/502/5425,10,2,BTEC,-1,,,
810,"UNIT 12: RECRUITMENT AND SELECTION (CTEC)",A/502/5434,10,2,BTEC,-1,,,
811,"UNIT 13:DEVELOPMENT PLANNING FOR A CAREER IN BUSINESS (CTEC)",H/502/5444,10,2,BTEC,-1,,,
812,"UNIT 14: MANAGING A BUSINESS EVENT (CTEC)",F/502/5449,10,2,BTEC,-1,,,
814,"UNIT 15: DEVELOPING TEAMS IN BUSINESS (CTEC)",T/502/5450,10,2,BTEC,-1,,,
818,"UNIT 22: INTERNATIONAL BUSINESS (CTEC)",F/502/5502,10,2,BTEC,-1,,,
82,"5: Physical Preparation, Health and Lifestyle for the Public Services",M/600/6017,10,2,BTEC,-1,,,
1127,"Tour Operations",T/600/9498,10,2,BTEC,3,"Level 3",,
124,"15: Undertake Pet Store Design and Animal Management ",T/600/9422,10,2,BTEC,-1,,,
543,"Principles &amp; Applications of Fluid Mechanics",H/600/0263,10,2,BTEC,-1,,,
809,"UNIT 11: INTERNET MARKETING (CTEC)",M/502/5432,10,2,BTEC,-1,,,
1157,"Engineering Maintenance Procedures &amp; Techniques",F/600/0318,10,2,BTEC,3,"Level 3",,
24,"36: Darkroom Applications",L/502/5227,10,2,BTEC,-1,,,
120,"10: Understand the Principles of Animal Nutrition ",M/600/9810,10,2,BTEC,3,"Level 3",,
430,"27: Undertake Equestrian Teaching",F/601/0380,10,2,BTEC,-1,,,
200,"2: Communication Skills for Creative Media Production",Y/600/6609,5,2,BTEC,-1,,,
201,"3: Research Techniques for the Creative Media Industries",L/600/6669,10,2,BTEC,-1,,,
202,"4: Creative Media production management Project",F/600/6703,10,2,BTEC,-1,,,
207,"16: Film and Video Editing Techniques",F/502/5676,10,2,BTEC,-1,,,
209,"23: Multi-Camera Techniques",T/600/6648,10,2,BTEC,-1,,,
211,"26: Film Studies",T/600/6634,10,2,BTEC,-1,,,
505,"9: Devising Plays ",L/502/5101,10,2,BTEC,-1,,,
506,"12: Classical Theatre Performance ",F/502/5094,10,2,BTEC,-1,,,
507,"13: Contemporary Theatre Performance",D/502/5359,10,2,BTEC,-1,,,
508,"Musical Theatre Performance",R/502/5102,10,2,BTEC,-1,,,
509,"17: Developing Voice for the Actor",L/502/5096,10,2,BTEC,-1,,,
510,"21: Drama Improvisation ",D/502/5099,10,2,BTEC,-1,,,
511,"23: Film &amp; TV",D/502/5362,10,2,BTEC,-1,,,
512,"27: Script Writing ",K/502/5364,10,2,BTEC,-1,,,
513,"12: Public Health",M/600/8964,10,2,BTEC,-1,,,
515,"14: Physiological Disorders",J/600/8968,10,2,BTEC,-1,,,
1209,"25 - Construct Horizontal Landscape Surfaces",A/600/9955,10,2,BTEC,3,"Level 3",,
695,"Unit 08: Accounting Systems",F/502/5421,10,2,BTEC,-1,,,
696,"Unit 10: Market Research in Business",H/502/5427,10,2,BTEC,-1,,,
698,"Unit 14: Aspects of Employment Law",L/502/5437,10,2,BTEC,-1,,,
699,"Unit 16: Human Resource Management in Business",K/502/5445,10,2,BTEC,-1,,,
701,"Unit 21: Aspects of Contract and",F/502/5452,10,2,BTEC,-1,,,
704,"Unit 34: Website Design Strategy",Y/502/5490,10,2,BTEC,-1,,,
706,"Unit 38: Business and the Economic",T/502/5500,10,2,BTEC,-1,,,
707,"Unit 37: Understanding Business Ethics",A/502/5496,10,2,BTEC,-1,,,
1202,"Unit 11: Understand Grassland",R/600/9136,10,2,BTEC,3,"Level 3",,
675,"Unit 8: Design Principles In Art + Design ",T/502/5741,10,2,BTEC,-1,,,"Project Title: The Bedfordshire Music Album Re-Design Project
 Start Date: 06 February 2012 
Deadline: 22nd February 2012
"
374,"51: 3D Computer Modelling",A/502/5241,10,2,BTEC,-1,,,
674,"Unit 8:	Design Principles in Art and Design",T/502/5741,10,2,BTEC,-1,,,"Project Title: The Bedfordshire Music Album Re-Design Project
 Start Date: 06 February 2012 
Deadline: 29nd February 2012
"
371,"6: Business Management in the Land-based Sector",M/600/9709,10,2,BTEC,3,"Level 3",,"The learner will look at the business environment, the roles and responsibilities of those employed in 
land-based businesses and resource requirements. They will develop their skills in business operations and 
produce a business plan. "
581,"Undertake Agricultural Crop Production",M/600/9127,10,2,BTEC,-1,,,
1132,"23: Photographic Media, Techniques and Technology",Y/502/5750,10,2,BTEC,3,"Level 3",,
1102,"35 : Darkroom Practice",F/502/5225,10,2,BTEC,3,"Level 3",,
771,"33: Lens-Based Image Making",J/502/4979,10,2,BTEC,-1,,,
772,"46: Digital Storytelling",J/502/5260,10,2,BTEC,-1,,,
582,"Undertaking Agricultural Combinable Crop Production",R/503/4916,10,2,BTEC,-1,,,
369,"4: Undertake an Investigative Project in the Land-based Sector",M/601/0021,10,2,BTEC,-1,,,
370,"5: Undertake and Review Work Related Experience in the Land-based Industries",R/600/9394,10,2,BTEC,-1,,,
588,"Undertaking Root Crop and and Field Vegetable Production",T/600/9582,10,2,BTEC,-1,,,
584,"Understanding Principles of Land Based Machinery",H/600/9643,10,2,BTEC,-1,,,
585,"Undertaking Land-based Workshop practice",M/600/9631,10,2,BTEC,-1,,,
587,"Understand Grassland Management",R/600/9136,10,2,BTEC,-1,,,
586,"Understand and Use Agricultural Spreaders and Sprayers",A/600/9132,10,2,BTEC,-1,,,
623,"Understanding Livestock Breeding and Nutrition",D/600/9141,10,2,BTEC,-1,,,
622,"Undertaking Specialised Land-Based Workshop Practice",J/600/9653,10,2,BTEC,-1,,,
978,"31: Understanding Woodland Habitat Management",L/601/0107,10,2,BTEC,-1,,,
979,"21: Undertaking Urban Habitat",J/600/9196,10,2,BTEC,3,"Level 3",,
999,"35: Understanding Ecology of Game Species",K/600/9417,10,2,BTEC,-1,,,
738,"10: Understanding and Undertaking Mechanisation in Fish Husbandry",H/601/1165,10,2,BTEC,-1,,,
739,"29: Understanding Aquaculture Systems",L/601/2116,10,2,BTEC,-1,,,
954,"Prepare and Provide Care for Competition Horses",L/601/0303,10,2,BTEC,3,"Level 3",,
953,"Understand the Principles of Animal Nutrition",M/600/9810,10,2,BTEC,3,"Level 3",,
1208,"Undertake Horticultural Production Techniques - Protected",L/600/9975,10,2,BTEC,3,"Level 3",,
95,"31: Exercise, Health and Lifestyle",T/502/5724,10,2,BTEC,-1,,,
580,"Understand Deer Population Monitoring and Management Plans",M/600/9824,10,2,BTEC,-1,,,
1126,"Long Haul Travet",Y/600/9493,10,2,BTEC,3,"Level 3",,
84,"8: Understand the Impact of War, Conflict and Terrorism on Public Services",D/600/6028,5,2,BTEC,-1,,,
88,"12: Crime and its Effects on Society",Y/600/6030,10,2,BTEC,-1,,,
89,"13: Command and Control in the Uniformed Public Services",T/600/6035,10,2,BTEC,-1,,,
90,"15: Planning and Management of Major Incidents",K/600/6047,10,2,BTEC,-1,,,
94,"24: Current and Media Affairs in Public Services",F/600/6104,10,2,BTEC,-1,,,
91,"16: Career Planning for thePublic Services",H/600/5351,5,2,BTEC,3,"Level 3",,
126,"19: Understanding the Principles of Wildlife Populations, Ecology and Conservation ",J/601/0106,10,2,BTEC,-1,,,
129,"32: Understand the Principles of Animal Breeding and Genetics ",L/600/9426,10,2,BTEC,-1,,,
720,"29: Undertake Animal Training",H/600/9433,10,2,BTEC,-1,,,
529,"Engineering Design",Y/600/0258,10,2,BTEC,-1,,,
1187,"Unit 43: Special Subject Investigation",L/502/5406,10,2,BTEC,3,"Level 3",,
173,"30: Pop Music in Practice",A/600/6957,10,2,BTEC,-1,,,
174,"31: Planning and Delivering a Music Product",Y/600/6951,20,2,BTEC,-1,,,
435,"19: Music and Society",J/600/6993,10,2,BTEC,-1,,,
1186,"10: DJ Performance Techniques",H/600/6936,10,2,BTEC,3,"Level 3",,
184,"33: Lens-based Image Making",J/502/4979,10,2,BTEC,-1,,,
822,"Unit 13: Art and Design Specialist Contextual Investigation",H/502/5749,10,2,BTEC,-1,,,"This unit aims to develop learners’ skills, knowledge and understanding, investigating contemporary and
historical practice in art, craft and design relevant to their specialist pathway. Learners will gain an insight
into different practitioners’ ideas and approaches and will use their research to inform and inspire their own
practice."
193,"1: Performance Workshop",L/502/4904,10,2,BTEC,-1,,,
194,"3: Performing Arts Business",L/502/4899,10,2,BTEC,-1,,,
195,"4: The Historical Context of Performance",Y/502/5358,10,2,BTEC,-1,,,
196,"5: Rehearsing for Performance",J/502/5369,20,2,BTEC,-1,,,
198,"38: Dance Performance",R/502/5102,10,2,BTEC,-1,,,
1059,"Unit 39: Choreographic Principles",Y/502/5215,10,2,BTEC,3,"Level 3",,"The aim of this unit is to develop learners’ knowledge of the process of choreography. This will be achieved
through a series of practical tasks giving learners the opportunity to explore movement design and to create
dance for performance for themselves and their peers."
1060,"Unit 40: Choreographing Dance",H/502/4908,10,2,BTEC,3,"Level 3",,"In this unit learners will develop an understanding of the principles of choreography. They will produce
choreography for different kinds of dances and for different purposes."
1061,"Unit 42: The Healthy Performer",F/502/5368,10,2,BTEC,3,"Level 3",,"The aim of this unit is enable learners to gain knowledge of the structure and function of the human body,
focusing on the lifestyle and health of the performer."
1062,"Unit 43: Developing Classical Ballet Technique",R/502/4905,10,2,BTEC,3,"Level 3",,"This unit introduces the essentials of ballet technique. Learners will develop strength, suppleness, fitness and
coordination, experiment with movement combinations and learn sequences of choreography."
1063,"Unit 44: Applying Classical Ballet Technique",L/502/4918,10,2,BTEC,3,"Level 3",,"This unit provides dancers with opportunities for working in the studio with a choreographer and a ballet master or mistress, learning dance to be interpreted as a performer."
1064,"Unit 45: Developing Contemporary Dance Technique",H/502/4911,10,2,BTEC,3,"Level 3",,"This unit is about developing contemporary dance technique giving learners the opportunity to gain a solid
foundation of skills in this style of dance. Learners will take part in regular technique classes in order to
develop the skills required to dance in a contemporary style."
1065,"Unit 46: Applying Contemporary Dance Technique",J/502/4917,10,2,BTEC,3,"Level 3",,"This unit is about applying dance technique skills in two or more contemporary dance styles in performance. Learners will take part in regular technique classes in order to develop the skills required to dance in a
contemporary dance style."
1066,"Unit 47: Jazz Dance",Y/502/5151,10,2,BTEC,3,"Level 3",,"In this unit learners will develop dance skills working in a jazz style with the emphasis on practical work and performance."
1067,"Unit 48: Tap Dance",F/502/5158,10,2,BTEC,3,"Level 3",,"In this unit learners will develop the technique and performance skills needed in tap dancing, which will
involve both group and individual work."
1068,"Unit 49: Developing Movement Skills",T/502/5402,10,2,BTEC,3,"Level 3",,"This unit is about the mechanics of movement. It deals with each component in detail with the emphasis on process rather than performance."
1069,"Unit 52: Urban Dance",K/502/4909,10,2,BTEC,3,"Level 3",,"This unit aims to provide learners with an understanding of the basic physical and interpretative skills of these
styles whilst taking into consideration the genre of music they are associated with."
199,"1: Pre-Production Techniques for the Creative Media Industries",J/502/5694,5,2,BTEC,-1,,,
203,"5: Working to a brief in the Creative Media Industries",M/600/6700,10,2,BTEC,-1,,,
204,"6: Critical Approaches to Creative Media Products",Y/600/6612,10,2,BTEC,-1,,,
206,"8: Understanding Film and TV industries",M/600/6695,10,2,BTEC,-1,,,
208,"22: Single Camera Techniques",D/502/5698,10,2,BTEC,-1,,,
210,"24: Writing for Television and Video",A/600/6702,10,2,BTEC,-1,,,
212,"27: Factual Programme Production Techniques for Television",H/600/6631,10,2,BTEC,-1,,,
213,"29: Music Video",M/600/6650,10,2,BTEC,-1,,,
214,"30: Advertisement Production for Television ",M/600/6602,10,2,BTEC,-1,,,
215,"31: Social Action and Community Media",J/600/6671,10,2,BTEC,-1,,,
217,"35: Producing Video Installation Work",R/502/5696,10,2,BTEC,-1,,,
769,"25:Television and Video Studies ",D/600/6675,10,2,BTEC,-1,,,"This unit aims to develop learners’ awareness of the ownership and structure of the television and video industry, both commercial and public, the key debates that have shaped and continue to shape the industry, and how audiences use and respond to television and video productions."
1171,"Interview techniques for creative media production",Y/600/6643,10,2,BTEC,3,"Level 3",,
1105,"Unit 39: International Business",F/502/5502,10,2,BTEC,3,"Level 3",,
1106,"Unit 15: Development Planning for a Career in Business",H/502/5444,10,2,BTEC,3,"Level 3",,
235,"2: Production Workshop",R/600/0128,10,2,BTEC,-1,,,
236,"6: Production Arts Planning",M/600/0136,20,2,BTEC,-1,,,
237,"8: Production for Theatre Performance",F/600/0142,10,2,BTEC,-1,,,
238,"55: Arts in the community",T/502/5660,10,2,BTEC,-1,,,
239,"59: Assistant Stage Management",Y/502/5604,10,2,BTEC,-1,,,
240,"60: Deputy Stage Management",H/502/5606,10,2,BTEC,-1,,,
1214,"Stage Sound Operations",A/502/5644,10,2,BTEC,3,"Level 3",,"This unit enables learners to develop the skills and practices required to use sound equipment to support a
production."
242,"65: Technical Stage Operations",D/502/5684,10,2,BTEC,3,"Level 3",,"The aim of this unit is to develop knowledge and practical experience of stage lighting, sound and video
equipment for use in a performance situation. The unit will provide a grounding in all areas, allowing for
development of particular specialisms."
243,"66: Stage Lighting Operations",M/502/5639,10,2,BTEC,3,"Level 3",,"The aim of this unit is to develop learners’ skills when working as a lighting operator, and will involve
researching types of equipment and colour as well as using control equipment in a stage performance."
244,"67: Stage Lighting Design",R/502/5679,10,2,BTEC,3,"Level 3",,"This aim of this unit is to enable learners to develop lighting design techniques for a variety of genres of the
performing arts. Learners will research styles and create their own scale lighting plans, using 2D and 3D
methods, creating both manual and CAD drawings."
844,"Unit 96: Make-up Using Prosthetics",A/502/5613,10,2,BTEC,-1,,,"This unit will enable learners to develop skills in creating make-up, based around the use of prosthetics to
create 3 dimensional special effect make-up."
246,"72: Scenic Construction for the Stage",D/502/5670,10,2,BTEC,3,"Level 3",,"This unit will develop learners’ knowledge of set construction materials and techniques, through the
exploration of materials, possible construction methods and possible set dressing finishes."
247,"79: Stage Design for Performance",J/600/0188,10,2,BTEC,3,"Level 3",,"The aim of this unit is to develop learners’ understanding of the role of the set designer for a production.
Learners will develop the range of skills required by the stage designer and enacting the designer’s role from
the initial planning stages to the realisation of set on stage."
248,"80: Stage Model Making",H/502/5654,10,2,BTEC,3,"Level 3",,"The aim of this unit is to develop learners’ scale model-making skills. Learners will be able to create and
decorate a scale model box that communicates the detail of the design intentions."
249,"89: Props Making",L/502/5664,10,2,BTEC,3,"Level 3",,"The aim of this unit is to develop learners’ props making skills, techniques and processes. Learners will gain
the necessary skills interpret plans and make props for a production."
287,"12: Current Issues in Sport",H/502/5721,10,2,BTEC,-1,,,
289,"2: Managing and Operating Watersports Centres",T/600/2745,10,2,BTEC,-1,,,
293,"31: Impact and Sustainability in Outdoor Adventure",K/502/5798,10,2,BTEC,-1,,,
296,"36: Leading Water-based Outdoor and Adventurous Activities",A/600/2276,10,2,BTEC,-1,,,
298,"38: Alternative Pursuits for Outdoor Adventure",M/600/0007,10,2,BTEC,-1,,,
315,"71: Inspection and Repair",A/600/7204,10,2,BTEC,-1,,,
767,"77: Human Factors in Aircraft Engineering",R/600/7239,10,2,BTEC,-1,,,
332,"87: Exploring Specialist Ceramic
Techniques",T/502/5349,10,2,BTEC,-1,,,
1081,"Unit 50: Movement in Performance",D/502/4907,10,2,BTEC,3,"Level 3",,"This unit is about utilising movement skills in performance situations. It is designed for both actors and dancers
with the emphasis on practical work."
631,"unit 20 promoting health education.",j/601/2406,10,2,BTEC,-1,,,
633,"Unit 12: Public Health",M/600/8964,10,2,BTEC,-1,,,
516,"22: Research Methodology for Health and Social Care",K/600/8977,15,2,BTEC,-1,,,
718,"Unit 14:- Physiological Disorders",J/600/8968,10,2,BTEC,-1,,,
951,"Defence against Disease",600/8994,10,2,BTEC,3,"Level 3",,
432,"4: Aural Perception Skills",A/600/7011,10,2,BTEC,-1,,,
167,"15: Live Music Workshop",L/600/6977,10,2,BTEC,-1,,,
434,"16: Major Music Project",D/600/6997,20,2,BTEC,-1,,,
