CriteriaID,Name,Details,Type,UnitID,ParentCriteriaID
879,M1,"compare and contrast
four different water-based
outdoor and adventurous
activities",,87,
880,D1,"evaluate the skills and
techniques required to
successfully perform in two
different water-based outdoor
and adventurous activities",,87,
881,P2,"carry out risk assessments
for two different water-based
outdoor and adventurous
activities",,87,
882,M2,"compare and contrast the
skills and techniques required
for two different water-based
outdoor and adventurous
activities",,87,
883,D2,"demonstrate advanced
skills and techniques in two
different water-based outdoor
and adventurous activities",,87,
884,P3,"describe the skills and
techniques required for two
different water-based outdoor
and adventurous activities",,87,
885,M3,"independently demonstrate
skills and techniques in two
different water-based outdoor
and adventurous activities",,87,
886,P4,"demonstrate skills and
techniques in two different
water-based outdoor and
adventurous activities, with
tutor support",,87,
887,M4,"review own performance
in the demonstration
of skills and techniques
in water-based outdoor
and adventurous activities,
explaining strengths and
areas for improvement",,87,
888,P5,"review own performance
in the demonstration
of skills and techniques
in water-based outdoor
and adventurous activities,
identifying strengths and
areas for improvement",,87,
867,P1,"describe four different
land-based outdoor and
adventurous activities",,86,
868,M1,"compare and contrast four
different land-based outdoor
and adventurous activities",,86,
869,D1,"evaluate the skills and
techniques required to
successfully perform in two
different land-based outdoor
and adventurous activities",,86,
870,P2,"carry out risk assessments
for two different land-based
outdoor and adventurous
activities",,86,
871,M2,"compare and contrast the
skills and techniques required
for two different land-based
outdoor and adventurous
activities",,86,
872,D2,"demonstrate advanced
skills and techniques in two
different land-based outdoor
and adventurous activities.",,86,
873,P3,"describe the skills and
techniques required for two
different land-based outdoor
and adventurous activities",,86,
874,M3,"independently demonstrate
skills and techniques in two
different land-based outdoor
and adventurous activities",,86,
875,P4,"demonstrate skills and
techniques in two different
land-based outdoor and
adventurous activities,
with tutor support",,86,
876,M4,"review own performance in
the demonstration of skills
and techniques in land-based
outdoor and adventurous
activities, explaining strengths
and areas for improvement",,86,
877,P5,"review own performance
in the demonstration of skills
and techniques in land-based
outdoor and adventurous
activities, identifying strength",,86,
983,P1,"identify the major internal and
external structures of plants",,98,
984,M1,"discuss the link between structure and function for major plant structures",,98,
985,D1,"discuss the manipulation of
plant physiology to enhance
plant performance in a
selected industry.",,98,
986,P2,"explain the function of the
major plant structures",,98,
987,M2,"explain how a knowledge of
plant physiology is applied to
plant husbandry in a selected
industry.",,98,
988,P3,"explain the major processes
of plant physiology",,98,
989,P4,"identify the factors which
can limit the rate of
photosynthesis",,98,
990,P5,"explain the life cycle of
selected plants.",,98,
991,P1,"compare the characteristics of
different soil types",,99,
992,M1,"discuss the optimum soil
characteristics for growth of a
selected plant species",,99,
993,D1,"explain how soil can be
improved to enhance crop
growth and development",,99,
994,P2,"carry out experiments to
determine the characteristics
of a soil sample",,99,
995,M2,"discuss how organic and
inorganic fertiliser use affects
soil condition.",,99,
996,P3,"explain how soil type and
condition affect plant growth
and development",,99,
997,P4,"explain how soil structure
and drainage can affect plant
growth and development",,99,
998,P5,"explain how cultural
techniques affect soil
characteristics.",,99,
999,P1,"list information sources
relevant to the topic to be
researched",,100,
1000,M1,"explain the reasons for
choosing a selected
investigative project in the
environmental and landbased
sector",,100,
1001,D1,"present a full report detailing
planning, schedule of
operations, monitoring and
completion for a selected
investigative project in the
environmental and land-
 based sector",,100,
1002,P2,"carry out research into
potential topics",,100,
1003,M2,"explain why identified
resources are appropriate
to a specified schedule of
operations",,100,
1004,P3,"select and describe a relevant
investigative project topic in
the environmental and landbased sector",,100,
1005,M3,"explain the importance
of regularly monitoring
performance against a
selected investigative project\\\'s
schedule of operations",,100,
1006,P4,"prepare a proposal for an
investigative project",,100,
1007,M4,"prepare a report that
indicates planning, schedule
of operations, monitoring
and completion for a selected
investigative project in the
environmental and landbased
sector",,100,
1008,P5,"plan operations and
resources required to carry
out a selected investigative
project in the environmental
and land-based sector",,100,
1009,P6,"explain the reasons for
resources selected",,100,
1010,P7,"carry out a selected
investigative project in the
environmental and landbased
sector",,100,
1011,P8,"monitor progress, working to
deadlines",,100,
1012,P9,"discuss the health and
safety implications of the
investigative project",,100,
1013,P10,"report on a selected
investigative project in the
environmental and landbased
sector",,100,
1014,P11,"evaluate achievements and 
areas for improvement of a
selected investigative project",,100,
1015,P1,"evaluate career and
progression opportunities
within an environmental and
land-based industry",,101,
1016,M1,"justify a suitable range of
career and progression
opportunities within a
selected land-based industry",,101,
1017,D1,"independently select and
apply appropriate interview
skills to a selected workrelated
experience",,101,
1018,P2,"select an appropriate workbased
experience and
complete the application
process",,101,
1019,M2,"independently prepare for
a work-related experience
explaining valid targets, aims
and objectives",,101,
1020,D2,"thoroughly review a specified
work-related experience,
personal skills and skills
opportunities",,101,
1021,P3,"demonstrate interview skills
as an interviewee",,101,
1022,M3,"explain strengths and
areas for improvement of
a specified work-related
experience.",,101,
1023,P4,"prepare for a work-based
experience, identifying
targets, aims and objectives",,101,
1024,P5,"undertake a selected
appropriate work-based
experience",,101,
1025,P6,"maintain a record of activities
and achievements during a
work-based experience",,101,
1026,P7,"present evidence of activities
and achievements during a
work-based experience",,101,
1027,P8,"review a work-based
experience, identifying
strengths and areas for
improvement",,101,
1068,P1,"explain the purpose and safe
operation of selected landbased
machines",,104,
1069,M1,"compare the principles of
operation of selected landbased
machines",,104,
1070,D1,"discuss the effects of current
relevant legislation and codes
of practice on the operation of
given land-based machinery",,104,
1071,P2,"discuss the differences
between selected land-based
machines",,104,
1072,M2,"compare the different ways of
mounting a range of specified
attachments to land-based
machinery",,104,
1073,D2,"evaluate the efficient use of
selected land-based machines
for given site/field conditions",,104,
1074,P3,"prepare selected land-based
machinery ready for work
safely",,104,
1075,M3,"justify the selection and
operation of land-based
machinery for a given task",,104,
1076,D3,"evaluate the options available
for the repair and servicing of
given land-based machinery",,104,
1077,P4,"review the pre-start checks
and safety requirements
for selected land-based
machinery",,104,
1078,M4,"justify the selection and
operation of land-based
machinery with suitable
attachments for a given task",,104,
1079,P5,"operate selected land-based
machinery to meet given
objectives safely",,104,
1080,M5,"explain potential faults and/or
defective parts on a given
land-based machine using
manufacturer\'s data to specify
replacement items.",,104,
1081,P6,"explain the safe operation
of selected land-based
machinery",,104,
1082,P7,"carry out operator
maintenance and appropriate
repairs for selected landbased
machinery",,104,
1083,P8,"assess potential faults and/or
defective parts on a given
land-based machine.",,104,
1084,P1,"P1 explain the purpose and safe
operation of selected landbased
machines",,105,
1085,M1,"M1 compare the principles of
operation of selected landbased
machines",,105,
1086,D1,"D1 discuss the effects of current
relevant legislation and
codes of practice on the
operation of given land-based
P2 discuss the differences machinery",,105,
1087,P2,"P2 discuss the differences 
between selected land-based
machines",,105,
1088,M2,"M2 compare the different ways of
mounting a range of specified
attachments to land-based
machinery",,105,
1089,D2,"D2 evaluate the efficient use of
selected land-based machines
for given site/field conditions",,105,
1090,P3,"P3 prepare selected land-based
machinery ready for work
safely",,105,
1091,M3,"M3 justify the selection and
operation of land-based
machinery for a given task",,105,
1092,D3,"D3 evaluate the options available
for the repair and servicing of
given land-based machinery",,105,
1093,P4,"P4 review the pre-start checks
and safety requirements
for selected land-based
machinery",,105,
1094,M4,"M4 justify the selection and
operation of land-based
machinery with suitable
attachments for a given task",,105,
1095,P5,"P5 operate selected land-based
machinery to meet given
objectives safely",,105,
1096,P6,"P6 explain the safe operation
of selected land-based
machinery",,105,
1097,P7,"P7 carry out operator
maintenance and appropriate
repairs for selected landbased
machinery",,105,
1098,P8,"P8 assess potential faults and/or
defective parts on a given
land-based machine",,105,
11374,M5,"M5 explain potential faults and/or
defective parts on a given
land-based machine using
manufacturer’s data to specify
replacement items",,105,
1104,P1,"safely carry out maintenance
operations on selected
chainsaws in accordance
with manufacturers\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\'
recommendations and health
and safety guidelines",,106,
1105,M1,"explain the importance of
carrying out routine chainsaw
maintenance and pre-start
checks",,106,
1106,D1,"produce a schedule of work
for an area of woodland
which requires some felling
work",,106,
1107,P2,"identify common faults in
chainsaws",,106,
1108,M2,"evaluate own use of
chainsaw, felling and cross
cutting techniques",,106,
1109,D2,"evaluate the environmental
impacts of stump and
brushchipping removal",,106,
1110,P3,"assess risks prior to felling and
cross cutting operations",,106,
1111,M3,"complete a risk assessment of
the area, task and equipment
to be used",,106,
1112,P4,"safely fell and cross cut
selected small diameter trees
to meet given objectives",,106,
1113,M4,"carry out a site and tree
condition survey for a
selected area of trees
identifying any problem, hung
up or windblown trees.",,106,
1114,P5,"dispose of waste
appropriately",,106,
1115,P6,"select appropriate stump
and brushchipping removal
methods and equipment",,106,
1116,P7,"safely use appropriate stump
and brushchipping removal
methods",,106,
1117,P8,"identify environmental
impacts of removal method
used",,106,
1118,P9,"evaluate commonly used
stump and brushchipping
removal methods",,106,
1119,P10,"assess different problem trees",,106,
1120,P11,"evaluate methods for felling
problem trees",,106,
1121,P12,"explain the uses of chainsaws",,106,
1122,P13,"assess tree felling activities
carried out",,106,
1123,P14,"explain the maintenance of
chainsaws.",,106,
1181,P1,"explain the aims and
considerations of pruning
trees and shrubs",,110,
1182,M1,"explain how pruning may
be used to achieve specific
management objectives",,110,
1183,D1,"explain how pruning is
influenced by the context
in which the plant is being
grown",,110,
1184,P2,"evaluate pruning techniques",,110,
1185,M2,"explain how given client
requirements will influence
the selection of appropriate
pruning techniques",,110,
1186,D2,"discuss how different pruning
techniques may be suited to
the specific contexts in which
the plant is being grown",,110,
1187,P3,"explain the immediate
and long-term biological
processes of trees and shrubs
in response to pruning and
possible consequences of not
pruning",,110,
1188,M3,"produce a plan which
indicates the maintenance
likely to be required by plants
in the future.",,110,
1189,D3,"produce a plan which takes
account of possible changes
in land use or management
aims.",,110,
1190,P4,"summarise the legislation
relating to pruning and
maintenance",,110,
1191,P5,"produce a pruning and
maintenance plan for trees
and shrubs",,110,
1192,P6,"carry out appropriate pruning
and maintenance of trees and
shrubs",,110,
1193,P7,"explain the potential of trees
and shrubs for failure",,110,
1194,P8,"carry out assessment of trees
and shrubs for potential
failure",,110,
1195,P9,"evaluate remedial actions for
potential failure",,110,
1196,P10,"carry out appropriate
remedial action on trees and
shrubs",,110,
1872,P1,"create a range of
compositional ideas
and present them in an
appropriate format",,164,
1873,M1,"create a range of contrasting
compositional ideas
and present them in an
appropriate format",,164,
1874,D1,"create a range of contrasting
compositional ideas
demonstrating a degree of
originality and innovation,
and present them in an
appropriate format",,164,
1875,P2,"identify the techniques used
to extend, develop and
manipulate a range of musical
material",,164,
1876,M2,"describe the techniques
used to extend, develop and
manipulate a range of musical
material competently",,164,
1877,D2,"explain the techniques used
to extend, develop and
manipulate a range of musical
material competently and
creatively",,164,
1878,P3,"present ‘compositional
exercises' that show some
appreciation of the structural
elements of composition",,164,
1879,M3,"present ‘compositional
exercises' that show a clear
appreciation of the structural
elements of composition",,164,
1880,D3,"present ‘compositional
exercises' that show a secure
and detailed appreciation of
the structural elements of
composition",,164,
1881,P4,"create a portfolio of
compositions presented in
formats appropriate to the
music",,164,
1882,M4,"create a well-presented
portfolio of contrasting
compositions across a range
of styles or genres, in formats
appropriate to the music.",,164,
1883,D4,"create a well-presented
portfolio of contrasting
compositions across a range
of styles or genres, in formats
appropriate to the music,
showing imagination",,164,
1896,P1,"listen to recordings or
performances and describe
the musical components",,166,
1897,M1,"listen to recordings or
performances and explain the
musical components",,166,
1898,D1,"listen to recordings or
performances and critically
comment on the musical
components",,166,
1899,P2,"listen to recordings or
performances and describe
the sonic components",,166,
1900,M2,"listen to a recording or
performances and explain the
sonic components",,166,
1901,D2,"listen to a recording or
performances and critically
comment on the sonic
components",,166,
1902,P3,"hear and describe sonic and
musical faults in recordings or
performances",,166,
1903,M3,"hear and explain the
sonic and musical faults in
recordings or performances",,166,
1904,D3,"hear and comment critically
on the sonic and musical
faults in recordings or
performances",,166,
1905,P4,"describe the textures of
musical instruments and
the effect of the acoustic
environment on them.",,166,
1906,M4,"explain the textures of
musical instruments and
sounds and the effect of the
acoustic environment on
them.",,166,
1907,D4,"critically comment on
the textures of musical
instruments and sounds and
the effect of the acoustic
environment on them",,166,
1920,P1,"outline marketing techniques
used by music businesses",,168,
1921,M1,"explain marketing techniques
used by music businesses",,168,
1922,D1,"analyse marketing techniques
used by music businesses",,168,
1923,P2,"produce a marketing strategy
for a music product or
event that identifies the
selling points and the target
audience",,168,
1924,M2,"produce a marketing strategy
for a music product or
event that describes the
selling points and the target
audience",,168,
1925,D2,"produce a marketing strategy
for a music product or event
that analyses the selling points
and the target audience",,168,
1926,P3,"design an item of publicity for
a music product or event that
is fit for purpose",,168,
1927,M3,"design an item of publicity for
a music product or event that
creates a positive impact",,168,
1928,D3,"design an imaginative item of
publicity for a music product
or event",,168,
1929,P4,"contribute to the running of a
marketing campaign",,168,
1930,M4,"make a competent
contribution to the running of
a marketing campaign",,168,
1931,D4,"make an efficient contribution
to the running of a marketing
campaign",,168,
1932,P5,"review the success of
a marketing campaign
identifying successes and
areas for improvement.",,168,
1933,M5,"review the success of
a marketing campaign
describing successes and
areas for improvement.",,168,
1934,D5,"review the success of a
marketing campaign analysing
successes and areas for
improvement.",,168,
1935,P1,"explain the components of
a musical project based on a
moving image",,169,
1936,M1,"illustrate the components of
a musical project based on a
moving image",,169,
1937,D1,"analyse the components of
a musical project based on a
moving image",,169,
1938,P2,"produce music for a given
moving image",,169,
1939,M2,"produce music for a given
moving image competently",,169,
1940,D2,"produce music for a
given moving image with
confidence and flair",,169,
1941,P3,"produce non-musical sonic
components for a given
moving image",,169,
1942,M3,"produce non-musical sonic
components for a given
moving image competently",,169,
1943,D3,"produce non-musical
sonic components for a
given moving image with
confidence and flair",,169,
1944,P4,"create a finished project
incorporating moving image,
music and sound design
in appropriate formats
competently and with limited
tutor support.",,169,
1945,M4,"create a finished project
incorporating moving image,
music and sound design
in appropriate formats
competently and with total
independence.",,169,
1946,D4,"create a finished project
incorporating moving image,
music and sound design in
appropriate formats with total
independence, demonstrating
mastery of the processes
involved.",,169,
1947,P1,"explain manufacturers'
specifications for a range of
audio recording equipment",,170,
1948,M1,"illustrate manufacturers'
specifications for a range of
audio recording equipment",,170,
1949,D1,"analyse manufacturers'
specifications for a range of
audio recording equipment",,170,
1950,P2,"set up the equipment
required for a recording
session competently with
limited tutor support",,170,
1951,M2,"set up the equipment
required for a recording
session confidently with total
independence",,170,
1952,D2,"set up the equipment
required for a recording
session demonstrating
mastery of the processes
involved",,170,
1953,P3,"capture audio sources
using multitrack recording
techniques",,170,
1954,M3,"capture audio sources
using multitrack recording
techniques competently",,170,
1955,D3,"capture audio sources
using multitrack recording
techniques with confidence
and flair",,170,
1956,P4,"mix multitrack recordings.",,170,
1957,M4,"mix multitrack recordings
competently.",,170,
1958,D4,"mix multitrack recordings
with confidence and flair",,170,
1959,P1,"describe how music
technology can be used in
performance",,171,
1960,M1,"explain how music
technology can be used in
performance",,171,
1961,D1,"assess how music technology
can be used in performance",,171,
1962,P2,"describe a chosen focus
within electronic music
performance placing it
in context with historical
developments",,171,
1963,M2,"explain a chosen focus within
electronic music performance
placing it in context with
historical developments",,171,
1964,D2,"comment critically upon
a chosen focus within
electronic music performance
placing it in context with
historical developments",,171,
1965,P3,"use music technology in the
live performance of music
with minor errors that do not
detract from the overall effect",,171,
1966,M3,"use music technology
competently in the live
performance of music",,171,
1967,D3,"use music technology in the
live performance of music
demonstrating artistic flair",,171,
1968,P4,"produce a performance using
music technology working
with a chosen art form with
assistance
with few errors, using staff
notation.",,171,
1969,M4,"produce a performance using
music technology working
with a chosen art form with
only occasional assistance",,171,
1970,D4,"produce a performance
using music technology to a
near professional standard
demonstrating artistic
interpretation of a related art
form.",,171,
1971,P1,"describe the sound
reinforcement equipment
requirements for a music
venue",,172,
1972,M1,"explain how specific elements
of sound reinforcement
equipment are used in a
music venue",,172,
1973,D1,"assess the need for specific
sound reinforcement
equipment in a music venue",,172,
1974,P2,"set up the sound system
showing due regard to health
and safety procedures with
assistance",,172,
1975,M2,"set up the sound system
showing due regard to health
and safety procedures with
only occasional assistance",,172,
1976,D2,"independently set up the
sound system showing
due regard to health and
safety procedures to near
professional expectations",,172,
1977,P3,"set up outboard equipment
with assistance",,172,
1978,M3,"set up outboard equipment
with only occasional
assistance",,172,
1979,D3,"independently set up
outboard equipment to near
professional expectations",,172,
1980,P4,"set up an on-stage mix for a
performer with assistance",,172,
1981,M4,"set up an on-stage mix
for a performer with only
occasional assistance.",,172,
1982,D4,"independently set up an
on-stage mix for a performer
to near professional
expectations.",,172,
2016,P1,"set up a computer and
peripheral MIDI hardware
safely and competently with
limited tutor support",,175,
2017,M1,"set up a computer and
peripheral MIDI hardware
safely and competently with
total independence",,175,
2018,D1,"set up a computer and
peripheral MIDI hardware
safely and competently
demonstrating mastery of the
processes involved",,175,
2019,P2,"realise musical ideas using
MIDI sequencing skills",,175,
2020,M2,"realise musical ideas using
MIDI sequencing skills
competently",,175,
2021,D2,"realise musical ideas using
MIDI sequencing skills with
confidence and flair",,175,
2022,P3,"realise musical ideas using
audio sequencing skills",,175,
2023,M3,"realise musical ideas using
audio sequencing skills
competently",,175,
2024,D3,"realise musical ideas using
audio sequencing skills with
confidence and flair",,175,
2025,P4,"explain the terminology
associated with music
sequencing techniques",,175,
2026,M4,"illustrate the terminology
associated with music
sequencing techniques.",,175,
2027,D4,"analyse the terminology
associated with music
sequencing techniques.",,175,
2028,P1,"perform technical exercises
competently, with few errors",,176,
2029,M1,"illustrate the relationship
between acoustic theory and
the fundamentals of synthesis",,176,
2030,D1,"analyse the relationship
between acoustic theory and
the fundamentals of synthesis",,176,
2031,P2,"demonstrate the editing
functions of a synthesiser
competently with limited
tutor support",,176,
2032,M2,"demonstrate the editing
functions of a synthesiser
confidently with total
independence",,176,
2033,D2,"demonstrate the editing
functions of the synthesiser
showing mastery of the
processes involved",,176,
2034,P3,"demonstrate the editing
functions of a sampler
competently with limited
tutor support",,176,
2035,M3,"demonstrate the editing
functions of a sampler
confidently with total
independence",,176,
2036,D3,"demonstrate the editing
functions of the sampler
showing mastery of the
processes involved",,176,
7761,D4,"realise musical ideas that
combine synthesis and
sampling techniques with
confidence and flair.",,176,
8726,P4,"realise musical ideas that
combine synthesis and
sampling techniques.",,176,
8727,M4,"realise musical ideas that
combine synthesis and
sampling techniques
competently.",,176,
2037,P1,"perform technical exercises
competently, with few errors",,177,
2038,M1,"perform technical exercises
competently and accurately",,177,
2039,D1,"perform technical exercises
accurately and fluently",,177,
2040,P2,"describe the different
functions of a keyboard",,177,
2041,M2,"explain the different functions
of a keyboard",,177,
2042,D2,"comment critically on the
different functions of a
keyboard",,177,
2043,P3,"use a keyboard to input
and shape MIDI data
competently, with few errors.",,177,
2044,M3,"use a keyboard to input and
shape MIDI data competently
and accurately.",,177,
2045,D3,"use a keyboard to input and
shape MIDI data accurately
and fluently.",,177,
2049,P1,"describe financial and selfmanagement
considerations
needed for freelance work in
the music industry",,178,
2050,M1,"explain financial and selfmanagement
considerations
needed for freelance work in
the music industry",,178,
2051,D1,"comment critically on
financial and self-management
considerations needed for
freelance work in the music
industry",,178,
2052,P2,"describe self-development
requirements within the
music industry",,178,
2053,M2,"explain self-development
requirements within the
music industry",,178,
2054,D2,"comment critically on self development
requirements
within the music industry",,178,
2055,P3,"describe the importance of
a professional approach to
being freelance",,178,
2056,M3,"explain the importance of
a professional approach to
being freelance",,178,
2057,D3,"comment critically on the
importance of a professional
approach to being freelance",,178,
2058,P4,"identify successful personal
marketing and image
materials",,178,
2059,M4,"describe successful personal
marketing and image
materials",,178,
2060,D4,"justify successful personal
marketing and image
materials.",,178,
2061,P1,"describe four areas of the
music industry",,179,
2062,M1,"explain four areas of the
music industry",,179,
2063,D1,"comment critically on four
areas of the music industry",,179,
2064,P2,"describe the roles associated
with an area of the music
industry",,179,
2065,M2,"explain the roles associated
with an area of the music
industry",,179,
2066,D2,"comment critically on the
roles associated with an area
of the music industry",,179,
2067,P3,"describe the contracts
associated with an area of the
music industry",,179,
2068,M3,"explain the contracts
associated with an area of the
music industry",,179,
2069,D3,"comment critically on the
contracts associated with an
area of the music industry",,179,
2070,P4,"create a business plan that
partially meets the needs of a
service or product",,179,
2071,M4,"create a business plan that
fully meets the needs of a
service or product",,179,
2072,D4,"create a business plan that
completely and in detail
meets the needs of a service
or product",,179,
2073,P5,"describe the importance of
licensing and royalties in the
music industry.",,179,
2074,M5,"explain the importance of
licensing and royalties in the
music industry",,179,
2075,D5,"comment critically on the
importance of licensing and
royalties in the music industry",,179,
2076,P1,"explain the elements of
musical ensembles",,180,
2077,M1,"illustrate the elements of
musical ensembles",,180,
2078,D1,"analyse the elements of
musical ensembles",,180,
2079,P2,"plan as a musical ensemble
competently with limited
tutor support",,180,
2080,M2,"plan as a musical ensemble
confidently with total
independence",,180,
2081,D2,"plan as a musical ensemble
demonstrating mastery of the
processes involved",,180,
2082,P3,"develop as a musical
ensemble competently with
limited tutor support",,180,
2083,M3,"develop as a musical
ensemble confidently with
total independence",,180,
2084,D3,"develop as a musical
ensemble demonstrating
mastery of the processes
involved",,180,
2085,P4,"perform as a musical
ensemble with minor errors
that do not detract from the
performance.",,180,
2086,M4,"perform as a musical
ensemble competently.",,180,
2087,D4,"perform as a musical
ensemble with flair and
interpretation.",,180,
8887,P1,"identify how to plan and set
up recording sessions that
utilise both microphones
and directly recorded
source material, taking into
consideration the needs of
the performers",,729,
8888,P2,"record and/or produce multitrack
material competently
using given resources and
personnel",,729,
8889,P3,"produce stereo mixes of
the multi-track recordings
competently using given
resources",,729,
8890,P4,"edit and master the stereo
material competently using
given parameters.",,729,
8891,M1,"describe how to plan and set
up recording sessions that
utilise both microphones
and directly recorded
source material, taking into
consideration the needs of
the performers",,729,
8892,M2,"record and/or produce multitrack
material competently
selecting resources and
personnel",,729,
8893,M3,"produce stereo mixes of
the multi-track recordings
competently selecting
resources",,729,
8894,M4,"edit and master the stereo
material competently
selecting parameters",,729,
8895,D1,"explain the planning and
setting up of recording
sessions that utilise both
microphones and directly
recorded source material,
taking into consideration the
needs of the performers",,729,
8896,D2,"record and/or produce multitrack
material competently
selecting and justifying
resources and personnel",,729,
8897,D3,"produce stereo mixes of
the multi-track recordings
competently selecting and
justifying resources",,729,
8898,D4,"edit and master the stereo
material competently
selecting and justifying
parameters.",,729,
1884,P1,"establish safe and appropriate
electrical power to concert
systems competently with
some assistance",,165,
1885,M1,"establish safe and appropriate
electrical power to concert
systems competently with
only occasional assistance",,165,
1886,D1,"establish safe and appropriate
electrical power to concert
systems competently and
independently, to near
professional expectations",,165,
1887,P2,"set up and rig sound for a
concert performance safely
and competently using
supplied equipment and
connectors",,165,
1888,M2,"set up and rig sound for a
concert performance safely
and competently selecting
appropriate equipment and
connectors",,165,
1889,D2,"set up and rig sound systems
for a concert performance in
a safe manner competently,
independently to near
professional expectations",,165,
1890,P3,"set up staging and backline
for a concert performance
safely and competently using
supplied equipment",,165,
1891,M3,"set up staging and backline for
a concert performance safely
and competently selecting
appropriate equipment",,165,
1892,D3,"set up staging and backline
systems for concert
performance in a safe manner
competently, independently
to near professional
expectations",,165,
1893,P4,"identify the key organisational
and legal considerations
involved in concert
performance.",,165,
1894,M4,"describe the key
organisational and legal
considerations involved in
concert performance.",,165,
1895,D4,"explain the key organisational
and legal considerations
involved in concert
performance",,165,
2120,P1,"gather information and use it
to select progression goals",,183,
2121,M1,"effectively source information
and apply knowledge
to inform decisions on
progression",,183,
2122,D1,"show comprehension and
skill in analysing and evaluating
relevant information to make
well-informed progression
decisions",,183,
2123,P2,"produce a portfolio of art,
craft or design work",,183,
2124,M2,"produce a structured,
considered creative portfolio",,183,
2125,D2,"demonstrate a high level
of skill and understanding
in producing an original
portfolio, supported by an
individual, innovative and
informed presentation.",,183,
2126,P3,"prepare written material to
support progression",,183,
2127,M3,"produce coherent, effective
written materials to meet
progression goals",,183,
2128,P4,"develop personal
presentation and
communication skills",,183,
2129,M4,"apply knowledge in
producing effective verbal
communication and personal
presentation.",,183,
2142,P1,"explore subjects and
concepts on a specific theme",,185,
2143,M1,"gather and collect considered
visual material from diverse
sources when researching
ideas",,185,
2144,D1,"develop and present
innovative ideas,
independently integrating
research and demonstrating
full potential in use of media
and methods",,185,
2145,P2,"gather research material for
fine art ideas",,185,
2146,M2,"experiment purposefully with
materials and methods in
creating individual ideas",,185,
2147,P3,"experiment with methods
and materials to generate
ideas",,185,
2148,M3,"develop and present
individual ideas effectively",,185,
2149,P4,"select and present ideas
for development of fine art
work.",,185,
2150,P1,"research ideas and subject
matter in fine art work",,186,
2151,M1,"purposefully research fine
art ideas and subject matter,
clearly relating the influence
of external factors on the
generation of others' fine art
work",,186,
2152,D1,"independently undertake
thorough research of others'
fine art work and practice,
connecting all influences on
fine art work",,186,
2153,P2,"identify influences of external
factors on others' fine art
work",,186,
2154,M2,"show considered
understanding of a range of
influences directly related to
own fine art work and how
this has been generated and
developed",,186,
2155,D2,"demonstrate informed
understanding of a broad
range of influences that
have explicitly and implicitly
influenced own work
from initial ideas through
development to final
realisation",,186,
2156,P3,"discuss external influences in
relation to own fine art work",,186,
2157,M3,"produce a considered
evaluation of investigations,
linking to a coherent
presentation of a broad range
of research findings.",,186,
2158,D3,"produce a comprehensive
evaluation of all research,
closely aligning influences
of factors on others' and
own work, providing
a sophisticated and
comprehensive presentation
of findings",,186,
2159,P4,"evaluate research findings",,186,
2160,P5,"present research findings",,186,
2161,P1,"select ideas and subjects from
initial research",,187,
2162,M1,"select and compare diverse
ideas and subjects from initial
research",,187,
2163,D1,"independently select diverse
ideas and subjects from initial
research, integrating into own
work",,187,
2164,P2,"create developmental work
within fine art specialism",,187,
2165,M2,"show consistency in
development of visual
work through effective
experimentation with a range
of media linking to ideas and
subjects",,187,
2166,D2,"show independence and flair
in developing original and
exciting work that explores
a comprehensive range of
media",,187,
2167,P3,"review ideas and working
practices.",,187,
2168,M3,"analyse ideas and working
practices to inform ongoing
work",,187,
2169,D3,"evaluate ideas and working
practices to inform and
consolidate ongoing work
and practice.",,187,
2170,P1,"select ideas for own work
by researching different
disciplines",,188,
2171,M1,"show effective recording in
carrying out research into a
range of different disciplines",,188,
2172,D1,"show sophistication and an
informed understanding
in integrating disciplines
to produce individual and
innovative finished work.",,188,
2173,P2,"carry out practical
experimentation across
disciplines",,188,
2174,M2,"show understanding and
purpose in effective selection
of ideas for an experimental,
combined approach to multidisciplinary
art",,188,
2175,P3,"propose different
combinations of media,
techniques and processes for
own work",,188,
2176,M3,"show initiative in producing
a coherent body of finished
work that shows an
experimental approach to
multi-disciplinary art.",,188,
2177,P4,"present a body of finished
work.",,188,
2178,P1,"identify painting techniques",,189,
2179,M1,"describe diverse painting
techniques",,189,
2180,D1,"apply knowledge of painting
techniques to own work",,189,
2181,P2,"carry out practical
investigations of painting
media and materials",,189,
2182,M2,"experiment with diverse
materials and media
purposefully through
investigation, exploration and
combination",,189,
2183,D2,"refine the selection,
investigation, exploration and
combination of materials and
media to produce exciting
and original painting",,189,
2184,P3,"produce work that combines
media, materials and
techniques",,189,
2185,M3,"produce considered work
that demonstrates coherent
and effective combination
of media, materials and
techniques",,189,
2186,D3,"produce a sophisticated
body of work that combines
media, materials and
techniques imaginatively",,189,
2187,P4,"create a review of finished
work",,189,
2188,M4,"make considered judgements
on own work",,189,
2189,D4,"use imaginative and
perceptive analysis in reaching
judgements on own work",,189,
2190,P5,"present finished work",,189,
2191,M5,"produce a coherent
presentation of finished work.",,189,
2192,D5,"produce an imaginative and
persuasive presentation of
finished work",,189,
2193,P1,"describe the historical and
contemporary context in
which printmaking processes
have developed",,190,
2194,M1,"present coherent findings
on artists, printmakers,
techniques and processes",,190,
2195,D1,"present informed findings
on artists, printmakers,
techniques and processes",,190,
2196,P2,"use source material for
development through
printmaking processes",,190,
2197,M2,"generate coherent research
for development through
traditional and non-traditional
printmaking processes",,190,
